Reaction ID	Reaction: Links to Reaxys	Data Count	Number of Reaction Details	Reaction Rank	Record Type	Reactant	Product	Bin	Reaction	
48412368	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412368&database=RX&origin=ReaxysOutput&ln=	(1276 of 2869)	1	67	full reaction; has preparation	2-aminopyrimidine; 6-chloro-1-(4-methoxybenzyl)-2-(3-(trifluoromethyl)phenyl)-1H-imidazo[4,5-c]pyridine	C25H19F3N6O	282391	NC1=NC=CC=N1.COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1>>COC1=CC=C(CN2C3=CC(NC4=NC=CC=N4)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1	
48412369	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412369&database=RX&origin=ReaxysOutput&ln=	(1277 of 2869)	1	67	full reaction; has preparation	pyrimidin-4-amine; 6-chloro-1-(4-methoxybenzyl)-2-(3-(trifluoromethyl)phenyl)-1H-imidazo[4,5-c]pyridine	C25H19F3N6O	282411	NC1=NC=NC=C1.COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1>>COC1=CC=C(CN2C3=CC(NC4=NC=NC=C4)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1	
48412370	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412370&database=RX&origin=ReaxysOutput&ln=	(1278 of 2869)	1	67	full reaction; has preparation	2-Aminopyrazine; 6-chloro-1-(4-methoxybenzyl)-2-(3-(trifluoromethyl)phenyl)-1H-imidazo[4,5-c]pyridine	C25H19F3N6O	282411	NC1=NC=CN=C1.COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1>>COC1=CC=C(CN2C3=CC(NC4=NC=CN=C4)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1	
48412371	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412371&database=RX&origin=ReaxysOutput&ln=	(1279 of 2869)	1	67	full reaction; has preparation	3-aminopyridazine; 6-chloro-1-(4-methoxybenzyl)-2-(3-(trifluoromethyl)phenyl)-1H-imidazo[4,5-c]pyridine	C25H19F3N6O	282411	NC1=CC=CN=N1.COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1>>COC1=CC=C(CN2C3=CC(NC4=NN=CC=C4)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1	
48412373	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412373&database=RX&origin=ReaxysOutput&ln=	(1280 of 2869)	1	67	full reaction; has preparation	4-Amino-1-methylpiperidine; 6-chloro-1-(4-methoxybenzyl)-2-(3-(trifluoromethyl)phenyl)-1H-imidazo[4,5-c]pyridine	C27H28F3N5O	279323	CN1CCC(N)CC1.COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1>>COC1=CC=C(CN2C3=CC(NC4CCN(C)CC4)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1	
48412374	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412374&database=RX&origin=ReaxysOutput&ln=	(1281 of 2869)	1	67	full reaction; has preparation	6-aminonicotinonitrile; 6-chloro-1-(4-methoxybenzyl)-2-(3-(trifluoromethyl)phenyl)-1H-imidazo[4,5-c]pyridine	C27H19F3N6O	282411	NC1=CC=C(C=N1)C#N.COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1>>COC1=CC=C(CN2C3=CC(NC4=NC=C(C=C4)C#N)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1	
48412375	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412375&database=RX&origin=ReaxysOutput&ln=	(1282 of 2869)	1	67	full reaction; has preparation	6-chloro-1-(4-methoxybenzyl)-2-(3-(trifluoromethyl)phenyl)-1H-imidazo[4,5-c]pyridine; 2-amino-5-trifluoromethylpyridine	C27H19F6N5O	282411	COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1.NC1=NC=C(C=C1)C(F)(F)F>>COC1=CC=C(CN2C3=CC(NC4=NC=C(C=C4)C(F)(F)F)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1	
48412376	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412376&database=RX&origin=ReaxysOutput&ln=	(1283 of 2869)	1	67	full reaction; has preparation	6-chloro-1-(4-methoxybenzyl)-2-(3-(trifluoromethyl)phenyl)-1H-imidazo[4,5-c]pyridine; 2-amino-6-(trifluoromethyl)pyridine	C27H19F6N5O	282411	COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1.NC1=NC(=CC=C1)C(F)(F)F>>COC1=CC=C(CN2C3=CC(NC4=NC(=CC=C4)C(F)(F)F)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1	
48412377	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412377&database=RX&origin=ReaxysOutput&ln=	(1284 of 2869)	1	67	full reaction; has preparation	6-chloro-1-(4-methoxybenzyl)-2-(3-(trifluoromethyl)phenyl)-1H-imidazo[4,5-c]pyridine; 2-amino-5-fluoropyridine	C26H19F4N5O	282411	COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1.NC1=CC=C(F)C=N1>>COC1=CC=C(CN2C3=CC(NC4=NC=C(F)C=C4)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1	
48412378	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412378&database=RX&origin=ReaxysOutput&ln=	(1285 of 2869)	1	67	full reaction; has preparation	6-aminonicotinic amide; 6-chloro-1-(4-methoxybenzyl)-2-(3-(trifluoromethyl)phenyl)-1H-imidazo[4,5-c]pyridine	C27H21F3N6O2	282411	NC(=O)C1=CN=C(N)C=C1.COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1>>COC1=CC=C(CN2C3=CC(NC4=NC=C(C=C4)C(N)=O)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1	
48412381	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412381&database=RX&origin=ReaxysOutput&ln=	(1286 of 2869)	1	67	full reaction; has preparation	4-aminopyridine; 6-chloro-1-(4-methoxybenzyl)-2-(3-(trifluoromethyl)phenyl)-1H-imidazo[4,5-c]pyridine	C26H20F3N5O	282418	NC1=CC=NC=C1.COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1>>COC1=CC=C(CN2C3=CC(NC4=CC=NC=C4)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1	
48412383	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412383&database=RX&origin=ReaxysOutput&ln=	(1287 of 2869)	1	67	full reaction; has preparation	6-chloro-1-(4-methoxybenzyl)-2-(3-(trifluoromethyl)phenyl)-1H-imidazo[4,5-c]pyridine; 6-(trifluoromethyl)pyridin-3-amine	C27H19F6N5O	282418	COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1.NC1=CC=C(N=C1)C(F)(F)F>>COC1=CC=C(CN2C3=CC(NC4=CN=C(C=C4)C(F)(F)F)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1	
48412384	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412384&database=RX&origin=ReaxysOutput&ln=	(1288 of 2869)	1	67	full reaction; has preparation	2-amino-6-methoxypyridine; 6-chloro-1-(4-methoxybenzyl)-2-(3-(trifluoromethyl)phenyl)-1H-imidazo[4,5-c]pyridine	C27H22F3N5O2	282411	COC1=CC=CC(N)=N1.COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1>>COC1=CC=C(CN2C3=CC(NC4=NC(OC)=CC=C4)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1	
48412385	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412385&database=RX&origin=ReaxysOutput&ln=	(1289 of 2869)	1	67	full reaction; has preparation	3-methoxypyridin-2-amine; 6-chloro-1-(4-methoxybenzyl)-2-(3-(trifluoromethyl)phenyl)-1H-imidazo[4,5-c]pyridine	C27H22F3N5O2	282391	COC1=CC=CN=C1N.COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1>>COC1=CC=C(CN2C3=CC(NC4=C(OC)C=CC=N4)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1	
48412386	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412386&database=RX&origin=ReaxysOutput&ln=	(1290 of 2869)	1	67	full reaction; has preparation	3,5-difluoro-2-aminopyridine; 6-chloro-1-(4-methoxybenzyl)-2-(3-(trifluoromethyl)phenyl)-1H-imidazo[4,5-c]pyridine	C26H18F5N5O	282391	NC1=C(F)C=C(F)C=N1.COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1>>COC1=CC=C(CN2C3=CC(NC4=NC=C(F)C=C4F)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1	
48412387	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412387&database=RX&origin=ReaxysOutput&ln=	(1291 of 2869)	1	67	full reaction; has preparation	4-methanesulfonylphenylamine; 6-chloro-1-(4-methoxybenzyl)-2-(3-(trifluoromethyl)phenyl)-1H-imidazo[4,5-c]pyridine	C28H23F3N4O3S	282390	CS(=O)(=O)C1=CC=C(N)C=C1.COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1>>COC1=CC=C(CN2C3=CC(NC4=CC=C(C=C4)S(C)(=O)=O)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1	
48412388	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412388&database=RX&origin=ReaxysOutput&ln=	(1292 of 2869)	1	67	full reaction; has preparation	3-(methylsulfonyl)aniline; 6-chloro-1-(4-methoxybenzyl)-2-(3-(trifluoromethyl)phenyl)-1H-imidazo[4,5-c]pyridine	C28H23F3N4O3S	282390	CS(=O)(=O)C1=CC=CC(N)=C1.COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1>>COC1=CC=C(CN2C3=CC(NC4=CC(=CC=C4)S(C)(=O)=O)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1	
48412389	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412389&database=RX&origin=ReaxysOutput&ln=	(1293 of 2869)	1	67	full reaction; has preparation	6-chloro-1-(4-methoxybenzyl)-2-(3-(trifluoromethyl)phenyl)-1H-imidazo[4,5-c]pyridine; 4-cyanopyridin-2-amine	C27H19F3N6O	282411	COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1.NC1=CC(=CC=N1)C#N>>COC1=CC=C(CN2C3=CC(NC4=CC(=CC=N4)C#N)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1	
48412391	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412391&database=RX&origin=ReaxysOutput&ln=	(1294 of 2869)	1	67	full reaction; has preparation	6-chloro-1-(4-methoxybenzyl)-2-(3-(trifluoromethyl)phenyl)-1H-imidazo[4,5-c]pyridine; m-cyanoaniline	C28H20F3N5O	282390	COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1.NC1=CC=CC(=C1)C#N>>COC1=CC=C(CN2C3=CC(NC4=CC(=CC=C4)C#N)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1	
48412392	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412392&database=RX&origin=ReaxysOutput&ln=	(1295 of 2869)	1	67	full reaction; has preparation	3-Aminobenzamide; 6-chloro-1-(4-methoxybenzyl)-2-(3-(trifluoromethyl)phenyl)-1H-imidazo[4,5-c]pyridine	C28H22F3N5O2	282390	NC(=O)C1=CC=CC(N)=C1.COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1>>COC1=CC=C(CN2C3=CC(NC4=CC(=CC=C4)C(N)=O)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1	
48412393	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412393&database=RX&origin=ReaxysOutput&ln=	(1296 of 2869)	1	67	full reaction; has preparation	6-aminopyridin-3-ol; 6-chloro-1-(4-methoxybenzyl)-2-(3-(trifluoromethyl)phenyl)-1H-imidazo[4,5-c]pyridine	C26H20F3N5O2	282411	NC1=CC=C(O)C=N1.COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1>>COC1=CC=C(CN2C3=CC(NC4=NC=C(O)C=C4)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1	
48412394	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412394&database=RX&origin=ReaxysOutput&ln=	(1297 of 2869)	1	67	full reaction; has preparation	6-chloro-1-(4-methoxybenzyl)-2-(3-(trifluoromethyl)phenyl)-1H-imidazo[4,5-c]pyridine; 5-(methylsulfonyl)pyridin-2-amine	C27H22F3N5O3S	282411	COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1.CS(=O)(=O)C1=CC=C(N)N=C1>>COC1=CC=C(CN2C3=CC(NC4=NC=C(C=C4)S(C)(=O)=O)=NC=C3N=C2C2=CC(=CC=C2)C(F)(F)F)C=C1	
48412397	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412397&database=RX&origin=ReaxysOutput&ln=	(1298 of 2869)	1	67	full reaction; has preparation	6-chloro-2-(4,4-difluorocyclohexyl)-1-(4-methoxybenzyl)-1H-imidazo[4,5-c]pyridine; 2-amino-5-trifluoromethylpyridine	C26H24F5N5O	282411	COC1=CC=C(CN2C(=NC3=CN=C(Cl)C=C23)C2CCC(F)(F)CC2)C=C1.NC1=NC=C(C=C1)C(F)(F)F>>COC1=CC=C(CN2C(=NC3=CN=C(NC4=NC=C(C=C4)C(F)(F)F)C=C23)C2CCC(F)(F)CC2)C=C1	
48412398	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412398&database=RX&origin=ReaxysOutput&ln=	(1299 of 2869)	1	67	full reaction; has preparation	6-chloro-2-(4,4-difluorocyclohexyl)-1-(4-methoxybenzyl)-1H-imidazo[4,5-c]pyridine; 2-amino-5-fluoropyridine	C25H24F3N5O	282411	COC1=CC=C(CN2C(=NC3=CN=C(Cl)C=C23)C2CCC(F)(F)CC2)C=C1.NC1=CC=C(F)C=N1>>COC1=CC=C(CN2C(=NC3=CN=C(NC4=NC=C(F)C=C4)C=C23)C2CCC(F)(F)CC2)C=C1	
48412401	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412401&database=RX&origin=ReaxysOutput&ln=	(1300 of 2869)	1	67	full reaction; has preparation	6-chloro-2-cyclopropyl-1-(4-methoxybenzyl)-1H-imidazo[4,5-c]pyridine; 2-amino-5-trifluoromethylpyridine	C23H20F3N5O	282411	COC1=CC=C(CN2C(=NC3=CN=C(Cl)C=C23)C2CC2)C=C1.NC1=NC=C(C=C1)C(F)(F)F>>COC1=CC=C(CN2C(=NC3=CN=C(NC4=NC=C(C=C4)C(F)(F)F)C=C23)C2CC2)C=C1	
48412402	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412402&database=RX&origin=ReaxysOutput&ln=	(1301 of 2869)	1	67	full reaction; has preparation	6-chloro-2-cyclopropyl-1-(4-methoxybenzyl)-1H-imidazo[4,5-c]pyridine; 2-amino-5-fluoropyridine	C22H20FN5O	282411	COC1=CC=C(CN2C(=NC3=CN=C(Cl)C=C23)C2CC2)C=C1.NC1=CC=C(F)C=N1>>COC1=CC=C(CN2C(=NC3=CN=C(NC4=NC=C(F)C=C4)C=C23)C2CC2)C=C1	
48412404	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412404&database=RX&origin=ReaxysOutput&ln=	(1302 of 2869)	1	67	full reaction; has preparation	6-chloro-1-(4-methoxybenzyl)-2-(1-methylcyclopropyl)-1H-imidazo[4,5-c]pyridine; 2-amino-5-trifluoromethylpyridine	C24H22F3N5O	282411	COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2(C)CC2)C=C1.NC1=NC=C(C=C1)C(F)(F)F>>COC1=CC=C(CN2C3=CC(NC4=NC=C(C=C4)C(F)(F)F)=NC=C3N=C2C2(C)CC2)C=C1	
48412594	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412594&database=RX&origin=ReaxysOutput&ln=	(1303 of 2869)	1	67	full reaction; has preparation	2-aminopyridine; C21H15ClF3N3O2	C26H20F3N5O2	282411	NC1=NC=CC=C1.COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=CC=C(OC(F)(F)F)C=C2)C=C1>>COC1=CC=C(CN2C3=CC(NC4=NC=CC=C4)=NC=C3N=C2C2=CC=C(OC(F)(F)F)C=C2)C=C1	
48412595	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412595&database=RX&origin=ReaxysOutput&ln=	(1304 of 2869)	1	67	full reaction; has preparation	2-aminopyridine; C20H15ClFN3O	C25H20FN5O	282411	NC1=NC=CC=C1.COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=CC=C(F)C=C2)C=C1>>COC1=CC=C(CN2C3=CC(NC4=NC=CC=C4)=NC=C3N=C2C2=CC=C(F)C=C2)C=C1	
48412596	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412596&database=RX&origin=ReaxysOutput&ln=	(1305 of 2869)	1	67	full reaction; has preparation	2-aminopyridine; C20H17ClN4O	C25H22N6O	282411	NC1=NC=CC=C1.COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=CC=C(N)C=C2)C=C1>>COC1=CC=C(CN2C3=CC(NC4=NC=CC=C4)=NC=C3N=C2C2=CC=C(N)C=C2)C=C1	
48412597	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412597&database=RX&origin=ReaxysOutput&ln=	(1306 of 2869)	1	67	full reaction; has preparation	2-aminopyridine; C21H18ClN3O3S	C26H23N5O3S	282411	NC1=NC=CC=C1.COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=CC=C(C=C2)S(C)(=O)=O)C=C1>>COC1=CC=C(CN2C3=CC(NC4=NC=CC=C4)=NC=C3N=C2C2=CC=C(C=C2)S(C)(=O)=O)C=C1	
48412598	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412598&database=RX&origin=ReaxysOutput&ln=	(1307 of 2869)	1	67	full reaction; has preparation	2-aminopyridine; C19H15ClN4O	C24H20N6O	282411	NC1=NC=CC=C1.COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=CC=NC=C2)C=C1>>COC1=CC=C(CN2C3=CC(NC4=NC=CC=C4)=NC=C3N=C2C2=CC=NC=C2)C=C1	
48412599	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412599&database=RX&origin=ReaxysOutput&ln=	(1308 of 2869)	1	67	full reaction; has preparation	2-aminopyridine; C19H15ClN4O	C24H20N6O	282411	NC1=NC=CC=C1.COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=CN=CC=C2)C=C1>>COC1=CC=C(CN2C3=CC(NC4=NC=CC=C4)=NC=C3N=C2C2=CN=CC=C2)C=C1	
48412600	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412600&database=RX&origin=ReaxysOutput&ln=	(1309 of 2869)	1	67	full reaction; has preparation	2-aminopyridine; C19H15ClN4O	C24H20N6O	282411	NC1=NC=CC=C1.COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=NC=CC=C2)C=C1>>COC1=CC=C(CN2C3=CC(NC4=NC=CC=C4)=NC=C3N=C2C2=NC=CC=C2)C=C1	
48412601	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412601&database=RX&origin=ReaxysOutput&ln=	(1310 of 2869)	1	67	full reaction; has preparation	2-aminopyridine; C18H14ClN5O	C23H19N7O	282411	NC1=NC=CC=C1.COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=CN=CC=N2)C=C1>>COC1=CC=C(CN2C3=CC(NC4=NC=CC=C4)=NC=C3N=C2C2=CN=CC=N2)C=C1	
48412602	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412602&database=RX&origin=ReaxysOutput&ln=	(1311 of 2869)	1	67	full reaction; has preparation	2-aminopyridine; C18H14ClN5O	C23H19N7O	282411	NC1=NC=CC=C1.COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=NC=CC=N2)C=C1>>COC1=CC=C(CN2C3=CC(NC4=NC=CC=C4)=NC=C3N=C2C2=NC=CC=N2)C=C1	
48412603	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412603&database=RX&origin=ReaxysOutput&ln=	(1312 of 2869)	1	67	full reaction; has preparation	2-aminopyridine; C18H14ClN5O	C23H19N7O	282411	NC1=NC=CC=C1.COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=NN=CC=C2)C=C1>>COC1=CC=C(CN2C3=CC(NC4=NC=CC=C4)=NC=C3N=C2C2=NN=CC=C2)C=C1	
48412604	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412604&database=RX&origin=ReaxysOutput&ln=	(1313 of 2869)	1	67	full reaction; has preparation	2-aminopyridine; C18H16ClN5O	C23H21N7O	282411	NC1=NC=CC=C1.COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=CN(C)N=C2)C=C1>>COC1=CC=C(CN2C3=CC(NC4=NC=CC=C4)=NC=C3N=C2C2=CN(C)N=C2)C=C1	
48412605	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412605&database=RX&origin=ReaxysOutput&ln=	(1314 of 2869)	1	67	full reaction; has preparation	2-aminopyridine; C17H13ClN4OS	C22H18N6OS	282411	NC1=NC=CC=C1.COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=CSC=N2)C=C1>>COC1=CC=C(CN2C3=CC(NC4=NC=CC=C4)=NC=C3N=C2C2=CSC=N2)C=C1	
48412606	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412606&database=RX&origin=ReaxysOutput&ln=	(1315 of 2869)	1	67	full reaction; has preparation	2-aminopyridine; C17H13ClN4O2	C22H18N6O2	282411	NC1=NC=CC=C1.COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=CN=CO2)C=C1>>COC1=CC=C(CN2C3=CC(NC4=NC=CC=C4)=NC=C3N=C2C2=CN=CO2)C=C1	
48412607	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412607&database=RX&origin=ReaxysOutput&ln=	(1316 of 2869)	1	67	full reaction; has preparation	2-aminopyridine; C23H17ClN4O	C28H22N6O	282411	NC1=NC=CC=C1.COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=C3N=CC=CC3=CC=C2)C=C1>>COC1=CC=C(CN2C3=CC(NC4=CC=CC=N4)=NC=C3N=C2C2=C3N=CC=CC3=CC=C2)C=C1	
48412608	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412608&database=RX&origin=ReaxysOutput&ln=	(1317 of 2869)	1	67	full reaction; has preparation	C20H17ClN4O; 2-amino-5-trifluoromethylpyridine	C26H21F3N6O	282411	COC1=CC=C(CN2C3=CC(Cl)=NC=C3N=C2C2=CC=C(N)C=C2)C=C1.NC1=NC=C(C=C1)C(F)(F)F>>COC1=CC=C(CN2C3=CC(NC4=NC=C(C=C4)C(F)(F)F)=NC=C3N=C2C2=CC=C(N)C=C2)C=C1	
48412609	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412609&database=RX&origin=ReaxysOutput&ln=	(1318 of 2869)	1	67	full reaction; has preparation	C19H20ClN3O; 2-amino-5-trifluoromethylpyridine	C25H24F3N5O	282411	COC1=CC=C(CN2C(=NC3=CN=C(Cl)C=C23)C2CCCC2)C=C1.NC1=NC=C(C=C1)C(F)(F)F>>COC1=CC=C(CN2C(=NC3=CN=C(NC4=NC=C(C=C4)C(F)(F)F)C=C23)C2CCCC2)C=C1	
48412610	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412610&database=RX&origin=ReaxysOutput&ln=	(1319 of 2869)	1	67	full reaction; has preparation	C19H18ClF2N3O; 2-amino-5-trifluoromethylpyridine	C25H22F5N5O	282411	COC1=CC=C(CN2C(=NC3=CN=C(Cl)C=C23)C2CCC(F)(F)C2)C=C1.NC1=NC=C(C=C1)C(F)(F)F>>COC1=CC=C(CN2C(=NC3=CN=C(NC4=NC=C(C=C4)C(F)(F)F)C=C23)C2CCC(F)(F)C2)C=C1	
48412611	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412611&database=RX&origin=ReaxysOutput&ln=	(1320 of 2869)	1	67	full reaction; has preparation	C18H18ClN3O2; 2-amino-5-trifluoromethylpyridine	C24H22F3N5O2	282411	COC1=CC=C(CN2C(=NC3=CN=C(Cl)C=C23)C2CCOC2)C=C1.NC1=NC=C(C=C1)C(F)(F)F>>COC1=CC=C(CN2C3=CC(NC4=NC=C(C=C4)C(F)(F)F)=NC=C3N=C2C2CCOC2)C=C1	
48412612	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D48412612&database=RX&origin=ReaxysOutput&ln=	(1321 of 2869)	1	67	full reaction; has preparation	C19H20ClN3O2; 2-amino-5-trifluoromethylpyridine	C25H24F3N5O2	282411	COC1=CC=C(CN2C(=NC3=CN=C(Cl)C=C23)C2CCOCC2)C=C1.NC1=NC=C(C=C1)C(F)(F)F>>COC1=CC=C(CN2C3=CC(NC4=NC=C(C=C4)C(F)(F)F)=NC=C3N=C2C2CCOCC2)C=C1	
